Date,Q-P1,Q-P2,Q-P3,Q-P4,S-P1,S-P2,S-P3,S-P4,Total_Sales
2011-04-26,6956,1828,3164,1630,22050.52,11589.52,17148.88,11621.9,62410.82
2011-04-27,4706,2361,1328,1837,14918.02,14968.74,7197.76,13097.81,50182.33
2011-04-28,6323,287,2077,1959,20043.91,1819.58,11257.34,13967.67,47088.5
2011-04-29,7336,3888,5703,847,23255.12,24649.92,30910.26,6039.11,84854.40999999999
2011-04-30,1214,2287,684,1611,3848.38,14499.58,3707.28,11486.43,33541.67
2011-05-01,4192,3280,5368,1142,13288.64,20795.2,29094.56,8142.46,71320.86
2011-05-02,6271,3108,5218,335,19879.07,19704.72,28281.56,2388.55,70253.90000000001
2011-05-03,5365,478,5777,253,17007.05,3030.52,31311.34,1803.89,53152.8
2011-05-04,7103,2609,2302,551,22516.51,16541.06,12476.84,3928.63,55463.04
2011-05-05,7786,2542,5509,1384,24681.62,16116.28,29858.78,9867.92,80524.59999999999
2011-05-06,7331,690,5113,1834,23239.27,4374.6,27712.46,13076.42,68402.75
2011-05-07,7574,251,3805,1098,24009.58,1591.34,20623.1,7828.74,54052.76
2011-05-08,3354,3891,2568,581,10632.18,24668.94,13918.56,4142.53,53362.20999999999
2011-05-09,4439,3955,3710,528,14071.63,25074.7,20108.2,3764.64,63019.17
2011-05-10,2605,2211,4858,518,8257.85,14017.74,26330.36,3693.34,52299.28999999999
2011-05-11,504,1439,3041,1606,1597.68,9123.26,16482.22,11450.78,38653.94
2011-05-12,6064,2151,3480,1228,19222.88,13637.34,18861.6,8755.64,60477.46
2011-05-13,7826,1678,716,634,24808.42,10638.52,3880.72,4520.42,43848.08
2011-05-14,6499,2546,2963,1103,20601.83,16141.64,16059.46,7864.39,60667.32
2011-05-15,1946,3626,4299,1586,6168.82,22988.84,23300.58,11308.18,63766.420000000006
2011-05-16,1942,2412,3651,377,6156.14,15292.08,19788.42,2688.01,43924.65
2011-05-17,5544,3039,4246,1187,17574.48,19267.26,23013.32,8463.31,68318.37
2011-05-18,5920,423,1180,1834,18766.4,2681.82,6395.6,13076.42,40920.24
2011-05-19,5632,3975,4771,1181,17853.44,25201.5,25858.82,8420.53,77334.29000000001
2011-05-20,1152,287,1929,301,3651.84,1819.58,10455.18,2146.13,18072.73
2011-05-21,1216,2236,5667,1499,3854.72,14176.24,30715.14,10687.87,59433.97
2011-05-22,2151,2213,3555,1979,6818.67,14030.42,19268.1,14110.27,54227.46000000001
2011-05-23,3941,3098,282,590,12492.97,19641.32,1528.44,4206.7,37869.43
2011-05-24,6413,986,3012,790,20329.21,6251.24,16325.04,5632.7,48538.189999999995
2011-05-25,733,951,620,298,2323.61,6029.34,3360.4,2124.74,13838.09
2011-05-26,2582,3386,4222,1143,8184.94,21467.24,22883.24,8149.59,60685.009999999995
2011-05-27,7152,2086,5467,685,22671.84,13225.24,29631.14,4884.05,70412.27
2011-05-28,5973,1952,3088,1415,18934.41,12375.68,16736.96,10088.95,58136.0
2011-05-29,7138,2891,2414,375,22627.46,18328.94,13083.88,2673.75,56714.02999999999
2011-05-30,4139,311,5433,345,13120.63,1971.74,29446.86,2459.85,46999.079999999994
2011-05-31,1507,2980,3816,1202,4777.19,18893.2,20682.72,8570.26,52923.37
2011-06-01,756,318,5439,305,2396.52,2016.12,29479.38,2174.65,36066.670000000006
2011-06-02,2661,3781,4460,405,8435.37,23971.54,24173.2,2887.65,59467.76
2011-06-03,4612,398,3706,472,14620.04,2523.32,20086.52,3365.36,40595.240000000005
2011-06-04,6640,593,3278,1237,21048.8,3759.62,17766.76,8819.81,51394.98999999999
2011-06-05,2652,1381,5383,855,8406.84,8755.54,29175.86,6096.15,52434.39000000001
2011-06-06,1060,916,3332,1535,3360.2,5807.44,18059.44,10944.55,38171.63
2011-06-07,6880,1300,3782,1091,21809.6,8242.0,20498.44,7778.83,58328.869999999995
2011-06-08,2472,3649,5327,1231,7836.24,23134.66,28872.34,8777.03,68620.27
2011-06-09,3282,3958,3307,472,10403.94,25093.72,17923.94,3365.36,56786.96000000001
2011-06-10,7850,2368,4883,578,24884.5,15013.12,26465.86,4121.14,70484.62000000001
2011-06-11,4409,1096,1356,1462,13976.53,6948.64,7349.52,10424.06,38698.75
2011-06-12,1439,3776,4217,1360,4561.63,23939.84,22856.14,9696.8,61054.41
2011-06-13,5711,3887,4932,1935,18103.87,24643.58,26731.44,13796.55,83275.44
2011-06-14,5961,3015,4715,1393,18896.37,19115.1,25555.3,9932.09,73498.86
2011-06-15,4885,2258,3165,1933,15485.45,14315.72,17154.3,13782.29,60737.76
2011-06-16,6917,1940,4710,1198,21926.89,12299.6,25528.2,8541.74,68296.43000000001
2011-06-17,2478,3308,2748,451,7855.26,20972.72,14894.16,3215.63,46937.77
2011-06-18,3026,1129,261,1336,9592.42,7157.86,1414.62,9525.68,27690.579999999998
2011-06-19,7802,840,435,1277,24732.34,5325.6,2357.7,9105.01,41520.65
2011-06-20,1907,1072,4624,966,6045.19,6796.48,25062.08,6887.58,44791.33
2011-06-21,6932,2542,4191,1948,21974.44,16116.28,22715.22,13889.24,74695.18000000001
2011-06-22,7805,2020,2918,1548,24741.85,12806.8,15815.56,11037.24,64401.44999999999
2011-06-23,759,3970,520,1638,2406.03,25169.8,2818.4,11678.94,42073.17
2011-06-24,5213,3331,2791,1007,16525.21,21118.54,15127.22,7179.91,59950.880000000005
2011-06-25,7671,2428,4877,1419,24317.07,15393.52,26433.34,10117.47,76261.4
2011-06-26,1710,431,3260,1690,5420.7,2732.54,17669.2,12049.7,37872.14
2011-06-27,5788,3597,3968,1408,18347.96,22804.98,21506.56,10039.04,72698.54000000001
2011-06-28,1135,1102,3396,1519,3597.95,6986.68,18406.32,10830.47,39821.42
2011-06-29,7543,1218,3220,1874,23911.31,7722.12,17452.4,13361.62,62447.450000000004
2011-06-30,7938,1335,1753,1469,25163.46,8463.9,9501.26,10473.97,53602.590000000004
2011-07-01,6368,1151,2366,1261,20186.56,7297.34,12823.72,8990.93,49298.55
2011-07-02,4910,3445,3486,1448,15564.7,21841.3,18894.12,10324.24,66624.36
2011-07-03,1651,2725,4301,1183,5233.67,17276.5,23311.42,8434.79,54256.38
2011-07-04,3548,641,3359,1739,11247.16,4063.94,18205.78,12399.07,45915.95
2011-07-05,1634,2913,2387,782,5179.78,18468.42,12937.54,5575.66,42161.399999999994
2011-07-06,2689,3408,5663,1183,8524.13,21606.72,30693.46,8434.79,69259.1
2011-07-07,3968,3967,1895,322,12578.56,25150.78,10270.9,2295.86,50296.1
2011-07-08,5771,313,658,1939,18294.07,1984.42,3566.36,13825.07,37669.92
2011-07-09,6356,2971,4542,923,20148.52,18836.14,24617.64,6580.99,70183.29000000001
2011-07-10,6660,3277,2110,623,21112.2,20776.18,11436.2,4441.99,57766.57
2011-07-11,2486,1046,5287,965,7880.62,6631.64,28655.54,6880.45,50048.25
2011-07-12,1143,1923,2862,1868,3623.31,12191.82,15512.04,13318.84,44646.009999999995
2011-07-13,2712,1437,2764,1397,8597.04,9110.58,14980.88,9960.61,42649.11
2011-07-14,3721,1109,1746,580,11795.57,7031.06,9463.32,4135.4,32425.35
2011-07-15,2546,3402,3411,1417,8070.82,21568.68,18487.62,10103.21,58230.329999999994
2011-07-16,895,1686,4822,1983,2837.15,10689.24,26135.24,14138.79,53800.420000000006
2011-07-17,7718,463,2498,1658,24466.06,2935.42,13539.16,11821.54,52762.18
2011-07-18,7149,1302,2350,953,22662.33,8254.68,12737.0,6794.89,50448.9
2011-07-19,1566,1307,1597,359,4964.22,8286.38,8655.74,2559.67,24466.009999999995
2011-07-20,1955,3318,2163,356,6197.35,21036.12,11723.46,2538.28,41495.21
2011-07-21,6015,3992,671,748,19067.55,25309.28,3636.82,5333.24,53346.89
2011-07-22,3545,1125,424,514,11237.65,7132.5,2298.08,3664.82,24333.050000000003
2011-07-23,6333,1417,861,374,20075.61,8983.78,4666.62,2666.62,36392.630000000005
2011-07-24,1159,1596,2510,1117,3674.03,10118.64,13604.2,7964.21,35361.08
2011-07-25,5533,790,3008,1370,17539.61,5008.6,16303.36,9768.1,48619.67
2011-07-26,2394,2624,3755,301,7588.98,16636.16,20352.1,2146.13,46723.369999999995
2011-07-27,942,1449,5184,1013,2986.14,9186.66,28097.28,7222.69,47492.770000000004
2011-07-28,974,1473,3836,882,3087.58,9338.82,20791.12,6288.66,39506.17999999999
2011-07-29,2393,1391,5966,1581,7585.81,8818.94,32335.72,11272.53,60013.0
2011-07-30,1927,3719,5941,744,6108.59,23578.46,32200.22,5304.72,67191.99
2011-07-31,4336,744,4717,667,13745.12,4716.96,25566.14,4755.71,48783.93
2011-08-01,881,2083,4275,1395,2792.77,13206.22,23170.5,9946.35,49115.84
2011-08-02,377,1438,4673,650,1195.09,9116.92,25327.66,4634.5,40274.17
2011-08-03,4744,2578,5135,1093,15038.48,16344.52,27831.7,7793.09,67007.79
2011-08-04,7518,3866,3513,1566,23832.06,24510.44,19040.46,11165.58,78548.54
2011-08-05,3810,3660,3613,646,12077.7,23204.4,19582.46,4605.98,59470.54000000001
2011-08-06,2006,3021,723,1599,6359.02,19153.14,3918.66,11400.87,40831.69
2011-08-07,7996,2672,3317,1163,25347.32,16940.48,17978.14,8292.19,68558.13
2011-08-08,4517,3855,2217,1318,14318.89,24440.7,12016.14,9397.34,60173.06999999999
2011-08-09,6869,3710,385,1470,21774.73,23521.4,2086.7,10481.1,57863.93
2011-08-10,4213,2039,4267,885,13355.21,12927.26,23127.14,6310.05,55719.66
2011-08-11,1626,261,4407,1308,5154.42,1654.74,23885.94,9326.04,40021.14
2011-08-12,6939,3374,5423,1719,21996.63,21391.16,29392.66,12256.47,85036.92
2011-08-13,2697,2842,256,1594,8549.49,18018.28,1387.52,11365.22,39320.509999999995
2011-08-14,3621,3869,4746,799,11478.57,24529.46,25723.32,5696.87,67428.22
2011-08-15,6487,358,4249,302,20563.79,2269.72,23029.58,2153.26,48016.350000000006
2011-08-16,569,1323,928,279,1803.73,8387.82,5029.76,1989.27,17210.579999999998
2011-08-17,5181,3587,1723,830,16423.77,22741.58,9338.66,5917.9,54421.91000000001
2011-08-18,4625,2790,2968,722,14661.25,17688.6,16086.56,5147.86,53584.27
2011-08-19,3560,3584,908,1278,11285.2,22722.56,4921.36,9112.14,48041.26
2011-08-20,1159,308,3551,376,3674.03,1952.72,19246.42,2680.88,27554.05
2011-08-21,6072,3939,798,608,19248.24,24973.26,4325.16,4335.04,52881.700000000004
2011-08-22,4345,1739,4614,356,13773.65,11025.26,25007.88,2538.28,52345.07
2011-08-23,4532,1526,3813,934,14366.44,9674.84,20666.46,6659.42,51367.159999999996
2011-08-24,781,2871,2509,252,2475.77,18202.14,13598.78,1796.76,36073.450000000004
2011-08-25,1763,3022,2505,1764,5588.71,19159.48,13577.1,12577.32,50902.61
2011-08-26,4914,1502,5703,1029,15577.38,9522.68,30910.26,7336.77,63347.09
2011-08-27,3758,2253,2487,1905,11912.86,14284.02,13479.54,13582.65,53259.07
2011-08-28,762,2386,2383,1619,2415.54,15127.24,12915.86,11543.47,42002.11
2011-08-29,3288,1660,2464,635,10422.96,10524.4,13354.88,4527.55,38829.79
2011-08-31,4548,1484,1596,1974,14417.16,9408.56,8650.32,14074.62,46550.66
2011-09-01,3894,1176,1942,999,12343.98,7455.84,10525.64,7122.87,37448.33
2011-09-02,2407,2033,3516,411,7630.19,12889.22,19056.72,2930.43,42506.560000000005
2011-09-03,7323,2031,2960,1909,23213.91,12876.54,16043.2,13611.17,65744.81999999999
2011-09-04,4013,1595,4656,1245,12721.21,10112.3,25235.52,8876.85,56945.88
2011-09-05,6646,2125,1835,1588,21067.82,13472.5,9945.7,11322.44,55808.46000000001
2011-09-06,4900,478,5455,812,15533.0,3030.52,29566.1,5789.56,53919.17999999999
2011-09-07,570,2724,2303,1659,1806.9,17270.16,12482.26,11828.67,43387.99
2011-09-08,5865,3959,1955,2000,18592.05,25100.06,10596.1,14260.0,68548.20999999999
2011-09-09,2088,2057,1021,1877,6618.96,13041.38,5533.82,13383.01,38577.17
2011-09-10,828,1422,2330,385,2624.76,9015.48,12628.6,2745.05,27013.89
2011-09-11,2908,1678,2921,791,9218.36,10638.52,15831.82,5639.83,41328.53
2011-09-12,3307,3156,3783,962,10483.19,20009.04,20503.86,6859.06,57855.15
2011-09-13,2533,1559,2148,1305,8029.61,9884.06,11642.16,9304.65,38860.479999999996
2011-09-14,2006,2199,1418,787,6359.02,13941.66,7685.56,5611.31,33597.55
2011-09-15,3149,3848,4622,1556,9982.33,24396.32,25051.24,11094.28,70524.17
2011-09-16,5173,536,2314,1084,16398.41,3398.24,12541.88,7728.92,40067.45
2011-09-17,6945,452,4074,1685,22015.65,2865.68,22081.08,12014.05,58976.46000000001
2011-09-18,5517,554,402,1496,17488.89,3512.36,2178.84,10666.48,33846.57
2011-09-19,7286,658,3074,1787,23096.62,4171.72,16661.08,12741.31,56670.729999999996
2011-09-20,1060,298,3553,359,3360.2,1889.32,19257.26,2559.67,27066.449999999997
2011-09-21,4574,1277,5612,1982,14499.58,8096.18,30417.04,14131.66,67144.46
2011-09-22,6976,824,946,1860,22113.92,5224.16,5127.32,13261.8,45727.2
2011-09-23,6260,680,4201,883,19844.2,4311.2,22769.42,6295.79,53220.61
2011-09-24,2739,1893,5435,1152,8682.63,12001.62,29457.7,8213.76,58355.71
2011-09-25,4962,657,5358,1011,15729.54,4165.38,29040.36,7208.43,56143.71
2011-09-26,6734,3868,4565,739,21346.78,24523.12,24742.3,5269.07,75881.26999999999
2011-09-27,2206,3056,3219,1095,6993.02,19375.04,17446.98,7807.35,51622.39
2011-09-28,3293,451,4815,1574,10438.81,2859.34,26097.3,11222.62,50618.07
2011-09-29,6354,2249,1182,1463,20142.18,14258.66,6406.44,10431.19,51238.47
2011-09-30,4479,2899,370,1132,14198.43,18379.66,2005.4,8071.16,42654.649999999994
2011-10-01,4446,2415,909,710,14093.82,15311.1,4926.78,5062.3,39394.0
2011-10-02,2223,2722,4367,876,7046.91,17257.48,23669.14,6245.88,54219.409999999996
2011-10-03,6148,3008,3496,421,19489.16,19070.72,18948.32,3001.73,60509.93000000001
2011-10-04,4169,547,2103,1303,13215.73,3467.98,11398.26,9290.39,37372.36
2011-10-05,973,415,1371,1215,3084.41,2631.1,7430.82,8662.95,21809.28
2011-10-06,6945,1183,5025,1018,22015.65,7500.22,27235.5,7258.34,64009.71000000001
2011-10-07,4838,2021,4597,850,15336.46,12813.14,24915.74,6060.5,59125.84
2011-10-08,5842,2736,2043,1428,18519.14,17346.24,11073.06,10181.64,57120.08
2011-10-09,4432,3386,2730,788,14049.44,21467.24,14796.6,5618.44,55931.72
2011-10-10,913,2127,2791,1959,2894.21,13485.18,15127.22,13967.67,45474.28
2011-10-11,4887,2621,4349,1627,15491.79,16617.14,23571.58,11600.51,67281.02
2011-10-12,3765,2648,435,833,11935.05,16788.32,2357.7,5939.29,37020.36
2011-10-13,7587,2626,717,965,24050.79,16648.84,3886.14,6880.45,51466.22
2011-10-14,6886,1309,3945,1280,21828.62,8299.06,21381.9,9126.4,60635.98
2011-10-15,6268,1327,1552,1022,19869.56,8413.18,8411.84,7286.86,43981.44
2011-10-16,538,958,300,767,1705.46,6073.72,1626.0,5468.71,14873.89
2011-10-17,5751,876,318,1185,18230.67,5553.84,1723.56,8449.05,33957.119999999995
2011-10-18,3444,938,1142,1590,10917.48,5946.92,6189.64,11336.7,34390.740000000005
2011-10-19,1775,3210,4205,1475,5626.75,20351.4,22791.1,10516.75,59286.0
2011-10-20,7874,3195,4726,1701,24960.58,20256.3,25614.92,12128.13,82959.93000000001
2011-10-21,1023,2541,2442,653,3242.91,16109.94,13235.64,4655.89,37244.38
2011-10-22,920,825,4619,1876,2916.4,5230.5,25034.98,13375.88,46557.759999999995
2011-10-23,5950,1989,4337,685,18861.5,12610.26,23506.54,4884.05,59862.350000000006
2011-10-24,4290,1761,4022,1311,13599.3,11164.74,21799.24,9347.43,55910.71
2011-10-25,3525,583,4427,1195,11174.25,3696.22,23994.34,8520.35,47385.159999999996
2011-10-26,6179,2933,600,748,19587.43,18595.22,3252.0,5333.24,46767.89
2011-10-27,7806,1309,2961,1896,24745.02,8299.06,16048.62,13518.48,62611.18000000001
2011-10-28,4256,2133,4999,313,13491.52,13523.22,27094.58,2231.69,56341.01
2011-10-29,272,381,5848,443,862.24,2415.54,31696.16,3158.59,38132.53
2011-10-30,4954,2227,1375,1874,15704.18,14119.18,7452.5,13361.62,50637.48
2011-11-01,6045,1066,3567,1956,19162.65,6758.44,19333.14,13946.28,59200.509999999995
2011-11-02,3828,843,5711,787,12134.76,5344.62,30953.62,5611.31,54044.31
2011-11-03,408,1468,653,1029,1293.36,9307.12,3539.26,7336.77,21476.510000000002
2011-11-04,3009,2691,422,1209,9538.53,17060.94,2287.24,8620.17,37506.88
2011-11-05,6034,1156,1667,1162,19127.78,7329.04,9035.14,8285.06,43777.02
2011-11-06,5920,2458,3343,997,18766.4,15583.72,18119.06,7108.61,59577.79000000001
2011-11-07,3453,641,4602,490,10946.01,4063.94,24942.84,3493.7,43446.49
2011-11-08,4159,636,4133,1647,13184.03,4032.24,22400.86,11743.11,51360.240000000005
2011-11-09,5149,2704,1052,1400,16322.33,17143.36,5701.84,9982.0,49149.53
2011-11-10,6538,3994,781,684,20725.46,25321.96,4233.02,4876.92,55157.36
2011-11-11,2924,1779,4618,833,9269.08,11278.86,25029.56,5939.29,51516.79
2011-11-12,7315,2152,2191,1750,23188.55,13643.68,11875.22,12477.5,61184.95
2011-11-13,1944,867,806,1566,6162.48,5496.78,4368.52,11165.58,27193.36
2011-11-14,3204,3748,1413,513,10156.68,23762.32,7658.46,3657.69,45235.15
2011-11-15,352,1678,4996,1195,1115.84,10638.52,27078.32,8520.35,47353.03
2011-11-16,6659,2614,2739,539,21109.03,16572.76,14845.38,3843.07,56370.23999999999
2011-11-17,1891,2797,1348,848,5994.47,17732.98,7306.16,6046.24,37079.85
2011-11-18,5329,1500,921,608,16892.93,9510.0,4991.82,4335.04,35729.79
2011-11-19,4246,2283,4580,930,13459.82,14474.22,24823.6,6630.9,59388.54
2011-11-20,4858,1380,5298,1579,15399.86,8749.2,28715.16,11258.27,64122.490000000005
2011-11-21,3601,1391,5394,685,11415.17,8818.94,29235.48,4884.05,54353.64
2011-11-22,331,706,971,1747,1049.27,4476.04,5262.82,12456.11,23244.239999999998
2011-11-23,800,2981,1059,1221,2536.0,18899.54,5739.78,8705.73,35881.05
2011-11-24,4043,3560,3609,1556,12816.31,22570.4,19560.78,11094.28,66041.77
2011-11-25,1626,2586,5137,419,5154.42,16395.24,27842.54,2987.47,52379.670000000006
2011-11-26,6068,318,1016,1108,19235.56,2016.12,5506.72,7900.04,34658.44
2011-11-27,1695,3991,5861,1941,5373.15,25302.94,31766.62,13839.33,76282.04
2011-11-28,5078,1117,5877,642,16097.26,7081.78,31853.34,4577.46,59609.840000000004
2011-11-29,4860,2740,1815,707,15406.2,17371.6,9837.3,5040.91,47656.01000000001
2011-11-30,5697,2447,1748,524,18059.49,15513.98,9474.16,3736.12,46783.75000000001
2011-12-01,4718,3906,4908,689,14956.06,24764.04,26601.36,4912.57,71234.03
2011-12-02,7495,991,5875,1253,23759.15,6282.94,31842.5,8933.89,70818.48
2011-12-03,2179,1109,436,1228,6907.43,7031.06,2363.12,8755.64,25057.25
2011-12-04,1829,320,4745,1654,5797.93,2028.8,25717.9,11793.02,45337.65000000001
2011-12-05,7840,1224,1456,838,24852.8,7760.16,7891.52,5974.94,46479.42
2011-12-06,7416,2440,2323,622,23508.72,15469.6,12590.66,4434.86,56003.84
2011-12-07,4940,1710,2477,1397,15659.8,10841.4,13425.34,9960.61,49887.149999999994
2011-12-08,5349,1475,4706,1737,16956.33,9351.5,25506.52,12384.81,64199.16
2011-12-09,1671,824,2998,646,5297.07,5224.16,16249.16,4605.98,31376.37
2011-12-10,4856,2098,1825,1777,15393.52,13301.32,9891.5,12670.01,51256.35
2011-12-11,3745,3029,4035,718,11871.65,19203.86,21869.7,5119.34,58064.55
2011-12-12,7639,2698,5939,1417,24215.63,17105.32,32189.38,10103.21,83613.54000000001
2011-12-13,1330,1080,5382,843,4216.1,6847.2,29170.44,6010.59,46244.33
2011-12-14,3301,2631,3956,1091,10464.17,16680.54,21441.52,7778.83,56365.06
2011-12-15,7302,2015,3257,565,23147.34,12775.1,17652.94,4028.45,57603.83
2011-12-16,4047,3523,4391,1556,12828.99,22335.82,23799.22,11094.28,70058.31
2011-12-17,3427,1016,4341,1488,10863.59,6441.44,23528.22,10609.44,51442.69
2011-12-18,6587,2516,5399,1002,20880.79,15951.44,29262.58,7144.26,73239.06999999999
2011-12-19,4594,480,4663,387,14562.98,3043.2,25273.46,2759.31,45638.95
2011-12-20,1122,683,5996,1229,3556.74,4330.22,32498.32,8762.77,49148.05
2011-12-21,2199,1067,3832,1846,6970.83,6764.78,20769.44,13161.98,47667.03
2011-12-22,1602,3549,2513,1963,5078.34,22500.66,13620.46,13996.19,55195.65
2011-12-23,467,1052,3673,1748,1480.39,6669.68,19907.66,12463.24,40520.97
2011-12-24,7289,2475,5561,1259,23106.13,15691.5,30140.62,8976.67,77914.92
2011-12-25,6624,2497,496,589,20998.08,15830.98,2688.32,4199.57,43716.95
2011-12-26,6261,3129,3817,439,19847.37,19837.86,20688.14,3130.07,63503.439999999995
2011-12-27,754,1373,4419,513,2390.18,8704.82,23950.98,3657.69,38703.67
2011-12-28,3961,1725,1046,1425,12556.37,10936.5,5669.32,10160.25,39322.44
2011-12-29,4534,1081,4677,1229,14372.78,6853.54,25349.34,8762.77,55338.43000000001
2011-12-30,5799,2555,2348,1842,18382.83,16198.7,12726.16,13133.46,60441.15
2012-01-01,4509,2807,4654,1532,14293.53,17796.38,25224.68,10923.16,68237.75
2012-01-02,4812,1085,5234,1706,15254.04,6878.9,28368.28,12163.78,62665.0
2012-01-03,6273,3917,4132,1284,19885.41,24833.78,22395.44,9154.92,76269.55
2012-01-04,3508,1432,3428,786,11120.36,9078.88,18579.76,5604.18,44383.18
2012-01-05,2904,2928,5457,1620,9205.68,18563.52,29576.94,11550.6,68896.74
2012-01-06,430,3180,2879,900,1363.1,20161.2,15604.18,6417.0,43545.479999999996
2012-01-07,878,3222,4327,857,2783.26,20427.48,23452.34,6110.41,52773.490000000005
2012-01-08,4280,3179,5966,836,13567.6,20154.86,32335.72,5960.68,72018.85999999999
2012-01-09,6105,1528,569,387,19352.85,9687.52,3083.98,2759.31,34883.659999999996
2012-01-10,7898,1995,4424,1270,25036.66,12648.3,23978.08,9055.1,70718.14
2012-01-11,7028,2044,1789,1689,22278.76,12958.96,9696.38,12042.57,56976.67
2012-01-12,7482,1572,1647,1483,23717.94,9966.48,8926.74,10573.79,53184.95
2012-01-13,5751,2376,282,1669,18230.67,15063.84,1528.44,11899.97,46722.92
2012-01-14,4345,534,3409,1738,13773.65,3385.56,18476.78,12391.94,48027.93
2012-01-15,3301,2169,1336,1104,10464.17,13751.46,7241.12,7871.52,39328.27
2012-01-16,2341,3573,2447,1309,7420.97,22652.82,13262.74,9333.17,52669.7
2012-01-17,3725,1870,1253,645,11808.25,11855.8,6791.26,4598.85,35054.159999999996
2012-01-18,3256,2761,1634,1936,10321.52,17504.74,8856.28,13803.68,50486.22
2012-01-19,7583,1825,1555,637,24038.11,11570.5,8428.1,4541.81,48578.52
2012-01-20,7990,376,1367,1526,25328.3,2383.84,7409.14,10880.38,46001.659999999996
2012-01-21,1930,3066,609,1024,6118.1,19438.44,3300.78,7301.12,36158.44
2012-01-22,3659,496,2667,907,11599.03,3144.64,14455.14,6466.91,35665.72
2012-01-23,759,3005,4562,1796,2406.03,19051.7,24726.04,12805.48,58989.25
2012-01-24,5918,2006,844,1289,18760.06,12718.04,4574.48,9190.57,45243.15
2012-01-25,5315,3982,3185,934,16848.55,25245.88,17262.7,6659.42,66016.55
2012-01-26,5413,847,5145,1907,17159.21,5369.98,27885.9,13596.91,64012.0
2012-01-27,7335,261,4152,627,23251.95,1654.74,22503.84,4470.51,51881.04
2012-01-28,5146,3705,3047,1045,16312.82,23489.7,16514.74,7450.85,63768.11000000001
2012-01-29,5013,3898,1192,1767,15891.21,24713.32,6460.64,12598.71,59663.88
